commentId,brewerId,brewerName,date,comment,replyIds
23918,71361,Dan Shapiro,"July 03, 2016  7:53pm","Mash at 158º. BIAB with sparge rinse. Ferment for 3 weeks, then split into two, along with barreled batch. Blend half from each together, with one batch getting kegged, and the other remaining in barrel to solera.",[]
