commentId,brewerId,brewerName,date,comment,replyIds
21230,51024,obeytheg1ant,"March 12, 2015 11:35am","Hops used in a 5 gallon batch (did not scale down properly)
Amount	Hop	Time	Use	Form	AA
0.25 oz	Warrior (US)	60 min	Boil	Pellet	15.0%
0.25 oz	Millenium (US)	45 min	Boil	Pellet	15.5%
0.5 oz	Willamette (US)	15 min	Boil	Pellet	5.5%
0.5 oz	Cascade (NZ)	15 min	Boil	Pellet	5.5%",[]
