commentId,brewerId,brewerName,date,comment,replyIds
23124,23273,C Damm,"December 27, 2015  6:38am",2nd year in a row. Always a huge hit!,['26386']
26386,128682,Paul,"November 06, 2018  8:05pm","The recipe says ""Red Wheat"" in the boil...what exactly does that mean? Wouldn't you mash the Red Wheat with everything else?",[]
