commentId,brewerId,brewerName,date,comment,replyIds
25425,124611,Loess Hill Brew Club,"October 27, 2017  1:20pm",sounds really good,['25429']
25429,947,Match,"October 28, 2017  9:24am","It did turn out really well - the juniper flavour was just about perfect, though the cardamom was barely noticeable, so next time I'll be increasing that (probably doubling that start with) to try to get more of that smokey flavour through.  Alternatively, some smoked malt would probably be a good addition!",[]
