commentId,brewerId,brewerName,date,comment,replyIds
17640,25841,djmaaske,"March 15, 2014  9:55pm","Brewed 03/15/14, Mashed low accidentally at 147-145.  Added 1lb DME.  Switched 30 min Warrior and 10 min Columbus hops accidentally.  Used 3 packs of 1450 at 1.068.  Smells amazing already.",[]
