commentId,brewerId,brewerName,date,comment,replyIds
21825,52245,Phillip,"May 01, 2015  7:55pm",final gravity was 1.058 and I decided to scale the recipe down in all areas by 10% because I was limited to a 5 gallon carboy; I usually have a 6-6.5 gallon carboy available but they're all filled.,[]
21889,52245,Phillip,"May 07, 2015 12:17am","1.010 and contaminated with super attenuating wild bacteria strain; probably the same strain infected in the barrel. Oh well, hopefully the mouth-puckering sour will mellow over time though.",[]
