commentId,brewerId,brewerName,date,comment,replyIds
25496,26799,bikenomad,"November 24, 2017  3:54pm",First batch ended up with 6.3% ABV (higher attenuation than expected); banana and clove flavors evident from the yeast as well as fruit flavors from the esters and spices.,[]
