commentId,brewerId,brewerName,date,comment,replyIds
18275,53801,Zazzilla,"May 28, 2014 11:58am","FERMENTATION: 
  Primary: 7 days
  Secondary: 7 days
  Conditioning: 16 days
  Grain to Glass: 1 month",[]
