commentId,brewerId,brewerName,date,comment,replyIds
24548,60215,manta280,"January 10, 2017 10:41pm",2-row not actually used; 5 lbs of mashed molokai sweet potatoes mashed in to yield sugars approximately equivalent to .75 lb of malt.,[]
