commentId,brewerId,brewerName,date,comment,replyIds
19393,51228,nicholasandrew,"September 13, 2014  6:17am","Aged in Bourbon barrel for 5.5 months; Lavender coffee, vanilla bean version on extra ingredients for 1 week; cherries, chocolate, vanilla bean version on extra ingredients for 2 weeks.",[]
