commentId,brewerId,brewerName,date,comment,replyIds
22847,48821,Brewskie,"October 27, 2015  1:28am","The best beer I've ever brewed. Additional lactose (3-4 oz), fresh grated cinnamon, and vanilla extract added in the keg. Served on nitro. Fucking perfect. Keep on tap all winter.",[]
