commentId,brewerId,brewerName,date,comment,replyIds
21025,30484,zhengyi13,"February 24, 2015 10:24pm","The point here is to make an easy, extract based, max fruity session pale. Suggestions around the hopping schedule would be appreciated; I don't particularly know what I'm doing in that regard.",[]
