commentId,brewerId,brewerName,date,comment,replyIds
16977,19784,korneel,"January 20, 2014  2:58pm","Few changes: only had one ounce of Galena, but two ounces of Cascade, so changed hop bill to reflect; also decided to do a FWH, and to extend boil to 75 min in effort to up OG.",[]
