commentId,brewerId,brewerName,date,comment,replyIds
20418,60298,Joe Orr,"December 29, 2014 11:24pm",A little too dark and too toasty compared to the Off Color Scurry.,[]
20419,60298,Joe Orr,"December 29, 2014 11:27pm","Revised to decrease .5 lb dark chocolate wheat, increase honey malt to 1.5 lb.",[]
22492,62664,Therpaul,"August 03, 2015  4:17pm","Question, what temp did you mash at and for how long?",[]
