commentId,brewerId,brewerName,date,comment,replyIds
24987,24328,Sir tarkKuin,"May 18, 2017  8:40pm","Perfect example of a Red Ale. What a great recipe to use for a home brewing group, thanks! Malty, Carmel, Rich. Bread/yeasty nose, goes perfect with the name and not overpowering. -tarkkuin ;-)",[]
