commentId,brewerId,brewerName,date,comment,replyIds
21019,924,slightlyoffbeat,"February 24, 2015  7:23am",How close did you get to cloning it? I've been wanting to clone that Marzen ever since I enjoyed it in Salzburg. Any info or updates you have would be great!,['21743']
21743,65879,Brittany,"April 23, 2015  7:32pm","I am wondering the exact same thing! So hard to try to find a Salzburg Augustiner clone recipe, all roads lead to the Munich one...",[]
