commentId,brewerId,brewerName,date,comment,replyIds
22854,70920,Wise Shtashi,"October 28, 2015  9:31pm","Gonna try this, just without the bag.",['22867']
22867,39477,Eastwood,"November 01, 2015 11:43am",Keep some for me to try!,[]
