commentId,brewerId,brewerName,date,comment,replyIds
25035,50385,JStiefel,"June 12, 2017  1:55pm","Brewed 5/12/17, 1.042OG, 64° 43hr then ramp to 72°/24hr hold 18hr, to ambient, keg after 16-1/2d; 2wk later @ basement ambient quite clear, excellent with lime slice",[]
