commentId,brewerId,brewerName,date,comment,replyIds
23891,55672,Sean Sanders,"June 24, 2016  6:26am","This beer took an extra 3 weeks to ferment, and initially tasted awful, far too powerful ginger flavor.  After letting it age in the kegerator for 3 more weeks, its flavor was greatly improved, but I still found it necessary to blend it my Kölsch (20% per glass) to be drinkable.  It also has been noted to have too low of a hop profile.  I will reduce ginger and add hops.  This beer actually tastes really good with food, but I'd like it to taste better by itself as well.",[]
