commentId,brewerId,brewerName,date,comment,replyIds
23499,2028,Watchir ... sippin' on,"March 13, 2016  8:48am",We're u thinking party-guile/2nd runnings? How is your og so low? Interesting idea otherwise. I like the thought of  unferrmentables helping balance a session ipa,[]
