commentId,brewerId,brewerName,date,comment,replyIds
19866,31435,balf0025,"November 02, 2014  7:03am","Pumpkin was once included as a mash addition; we'll see how it affects gravity, especially in comparison to Pumpkin Everything recipe and doubly in comparison as pumpkin versus winter squash!",[]
