commentId,brewerId,brewerName,date,comment,replyIds
24581,70401,영철 장,"January 20, 2017  4:36am",이번 Dipa는 호피함에 몰티함을 좀 더해볼랫다가 색만진해지고 향은 죽어버린듯;;,[]
