commentId,brewerId,brewerName,date,comment,replyIds
25656,31697,essie,"January 14, 2018  6:48pm","Original recipe: same grain bill; 1 oz cascades at 60 min, 1 oz homegrown cascades at 15 min, 0.5 oz Kent Goldings at 5 min, and .5 oz Kent Goldings at 0 min; and London ESB yeast",[]
