commentId,brewerId,brewerName,date,comment,replyIds
25632,191,Biochem Brewer,"January 11, 2018  8:02pm",My intention was to use 12 lb of 2 row and 1 lb of Munich Malt; Ended up subbing Golden Promise for some of the 2-row and some melanoidin for the Munich.,[]
