commentId,brewerId,brewerName,date,comment,replyIds
22606,3311,sofroglo,"August 22, 2015  3:28pm","Split Batch. 
5 (3711)  gallons clean
5 gallon ( 3726) received 6.5 lb local vidal blanc grapes for 6 weeks.  Racked to secondary and added brett blends. Aged for 5 months in secondary and bottled with champagne yeast",[]
