commentId,brewerId,brewerName,date,comment,replyIds
25270,4890,Alexander Feoktistov,"September 13, 2017 10:47pm","I'm brewing this up in a week or so. I'm calling it Bustanut (pronounced ""Boostahnoot"") so as to avoid the embarrassment I felt when we served this at Thanksgiving with your parents ;-D",[]
