commentId,brewerId,brewerName,date,comment,replyIds
20115,20461,ascomp,"November 25, 2014 11:01am","11월 25일 시음 결과   
특히 탄몰트 맛이 전체적인 바란스를 무너뜨렸다고 생각한다.
초코렛 몰트는 넣지 말고 카라멜 몰트도 단순하게 레시피를 구성하자.
홉도 플레이버를 줄이고 아로마도 보다 간결하게.....",[]
