commentId,brewerId,brewerName,date,comment,replyIds
17909,14469,Churchyard,"April 12, 2014  3:17pm",On brewday: figure out actual hop schedule. Play with first wort hops. Whirlpool? Also consider the dry hop schedule.,[]
