commentId,brewerId,brewerName,date,comment,replyIds
25000,55668,laloeb,"May 22, 2017  1:19am","2017May21 - Tried the first bottle a few weeks ago. It turned out well. Dark in color but with a light, somewhat malty taste. Andrew and I agreed that it's missing ""something"" perhaps needing a bit more maltiness; however, it turned out really well for a first attempt, and I would make it again.",[]
