commentId,brewerId,brewerName,date,comment,replyIds
20124,56339,Tommy,"November 25, 2014 10:32pm",How did this turn out?,[]
20157,25048,Lantzzy,"November 29, 2014 10:49pm","It turned out well. Later versions were simplified, but this one definitely had more body.",[]
